id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
350,10000,5,14.08,233.1,C,C3,723,10+ years,0,90000,1,2017/5/1,0,0,400,17,11.52,0,695,699,42,0,0,24297,44.7,77,0,0,Mar-02,0,1,0,4,7,7,5,7,57,11,16,8,42,0,0,0,4
351,15500,3,14.99,537.24,C,C5,21532,5 years,1,92000,2,2014/9/1,1,0,514,13,25.31,0,665,669,28,0,0,29234,86.7,68,1,0,Mar-01,0,1,0,9,22,22,9,10,35,24,31,22,28,0,0,0,1
352,2000,3,12.29,66.71,C,C1,2548,5 years,1,34000,1,2015/8/1,0,5,109,21,29.23,0,690,694,8,0,0,10209,68.1,22,0,0,Oct-00,6,1,1,3,4,4,4,11,8,6,14,4,8,0,0,0,1
353,5000,3,10.99,163.67,B,B3,1666,10+ years,0,100000,2,2014/10/1,0,2,97,12,28.01,1,660,664,16,0,0,79081,91.8,27,1,0,Dec-96,5,1,0,2,12,12,2,3,5,13,19,12,16,0,0,0,2
354,3000,3,12.99,101.07,C,C2,32,< 1 year,2,50000,1,2015/1/1,0,4,8,6,3.98,0,675,679,7,2,1,2626,43.8,13,1,0,Nov-98,4,1,0,2,6,6,2,4,1,7,11,6,7,0,0,0,3
355,14000,3,7.97,438.52,A,A5,7941,10+ years,0,36000,2,2017/8/1,0,0,131,6,6.87,0,710,714,7,0,0,6347,51.6,11,0,0,Mar-07,0,1,0,2,3,3,4,4,1,6,9,3,7,0,0,0,0
356,6000,3,11.44,197.69,B,B4,250801,3 years,1,50000,2,2017/2/1,1,0,148,11,21.24,0,675,679,8,1,0,6580,23.3,10,0,0,Jul-09,0,1,0,3,5,5,4,4,2,6,8,5,8,0,0,0,2
357,5000,3,10.99,163.67,B,B4,3281,10+ years,1,45000,1,2015/7/1,0,0,466,36,32.97,1,670,674,14,0,0,14903,64.8,29,1,0,Jan-83,0,1,1,4,8,8,5,13,9,11,20,8,14,0,0,1,1
358,20700,3,11.99,687.44,C,C1,132905,10+ years,0,54000,1,2016/4/1,0,0,359,43,29.8,0,725,729,13,0,0,4998,22.5,23,0,0,Nov-04,0,1,0,1,1,1,4,5,6,9,11,1,13,0,0,0,2
359,20525,5,20.75,552.39,E,E2,131982,10+ years,1,46684,1,2016/4/1,0,4,139,8,23.24,0,660,664,20,0,0,27550,68.9,22,0,0,May-03,4,1,0,15,17,17,16,16,2,20,20,17,20,0,0,0,1
360,15000,3,7.89,469.29,A,A5,55,10+ years,0,95000,0,2015/5/1,0,0,163,21,15.56,0,735,739,7,0,0,12276,90.9,15,0,0,Mar-96,0,1,0,2,3,3,2,7,7,3,8,3,7,0,0,0,0
361,12000,3,16.63,425.64,E,E4,37687,3 years,5,96000,0,2009/4/1,0,1,57,9,15.46,1,670,674,9,0,0,24249,97,22,1,0,Dec-94,19230,1,,,,,,,,,,,,,,,
362,9000,3,14.33,309.05,C,C1,243325,4 years,0,55000,0,2013/5/1,0,0,237,32,10.28,0,670,674,10,0,0,7385,37.7,15,0,0,Jan-04,0,1,1,3,5,5,4,8,2,7,11,5,10,0,0,0,4
363,6000,3,11.99,199.26,C,C1,38333,9 years,1,55000,1,2016/5/1,0,0,157,8,21.84,0,720,724,7,0,0,5951,24,13,0,0,Dec-06,0,1,0,2,4,4,2,4,6,4,7,4,7,0,0,0,3
364,25000,3,15.49,872.65,C,C4,184,10+ years,0,225000,1,2018/6/1,1,0,212,7,14.05,0,690,694,12,0,0,125148,69.9,27,0,0,Jan-98,0,1,0,5,7,7,6,9,8,9,16,7,12,0,0,0,2
365,15000,3,18.99,549.77,D,D4,199,8 years,1,75000,2,2016/3/1,1,0,237,32,19.14,0,660,664,7,0,0,11874,96.5,17,0,0,May-81,0,1,1,4,4,4,4,5,12,4,5,4,7,0,0,0,5
366,16800,3,17.99,607.28,D,D2,1061,4 years,2,47000,2,2017/2/1,0,0,362,35,14.9,0,665,669,10,0,0,17666,62.9,12,0,0,Jan-12,0,1,0,5,6,6,6,6,4,8,8,6,10,0,0,0,2
367,24000,5,12.39,538.61,C,C1,106639,10+ years,2,62000,1,2015/1/1,0,2,296,5,16.63,0,710,714,10,0,0,3579,24.2,19,0,0,Aug-98,5,1,0,3,4,4,4,5,8,7,11,4,10,0,0,0,1
368,5000,3,6.72,153.75,A,A3,54,,2,26808,1,2017/12/1,0,0,336,44,3.8,1,755,759,8,0,0,3900,6.7,30,0,0,Jan-77,0,1,0,2,3,3,4,10,8,8,19,3,8,0,0,0,1
369,7000,3,8.18,219.94,B,B1,812,10+ years,0,45000,1,2015/10/1,0,4,12,9,4.43,1,665,669,4,0,0,6065,83.1,18,0,0,Jun-95,4,1,1,2,2,2,2,8,1,3,14,2,4,0,0,0,1
370,6000,3,7.89,187.72,A,A5,127587,10+ years,0,60000,1,2016/6/1,0,4,49,12,28.82,0,670,674,41,0,0,26682,75.8,64,1,0,Oct-02,4,1,1,11,15,15,13,15,41,19,22,15,41,0,0,0,3
371,24000,5,11.53,528.19,B,B5,87627,10+ years,0,64000,1,2015/4/1,1,4,491,30,25.45,0,695,699,14,0,0,23479,75,28,0,0,Oct-98,4,1,1,10,10,10,10,13,10,10,13,10,14,0,0,0,2
372,9925,3,18.92,363.41,D,D4,66885,1 year,1,26500,1,2014/4/1,1,0,64,14,33.92,1,660,664,12,0,0,8437,84.4,25,1,0,Jan-02,0,1,1,3,7,7,3,5,14,8,10,7,12,0,0,1,0
373,15250,3,13.11,514.65,B,B4,348617,3 years,1,30500,2,2012/3/1,0,4,119,0,24.43,0,695,699,11,0,0,21959,73.9,21,1,0,Jun-00,234,1,,,,,,,,,,,,,,,
374,32000,5,17.14,797.7,E,E3,231375,< 1 year,0,170000,1,2011/5/1,0,0,185,3,14.24,0,700,704,13,0,0,39898,83.5,32,1,0,Jul-98,0,1,,,,,,,,,,,,,,,
375,6600,3,7.14,204.22,A,A3,238986,3 years,1,52000,0,2010/8/1,0,9,499,13,18.08,0,770,774,7,0,0,1386,4.4,19,1,0,Mar-95,13225,1,,,,,,,,,,,,,,,
376,9450,3,17.57,339.61,D,D4,21,< 1 year,1,27889,2,2014/10/1,0,0,32,21,9.68,0,690,694,10,0,0,10915,45.5,20,1,0,Jul-08,0,1,0,2,5,5,2,7,3,10,17,5,10,0,0,0,5
377,21000,3,11.44,691.9,B,B4,2205,5 years,0,110000,0,2017/1/1,1,0,156,18,9.36,0,675,679,20,2,0,29973,48.1,26,0,0,Nov-01,0,1,0,15,17,17,15,16,2,19,23,17,20,0,0,0,5
378,3600,3,12.69,120.77,C,C2,2440,3 years,1,35000,0,2015/7/1,0,0,124,13,15.41,0,740,744,8,0,0,2621,24.5,8,0,0,Aug-10,0,1,0,3,3,3,4,4,2,6,6,3,8,0,0,0,1
379,24000,5,18.25,612.72,E,E1,61066,1 year,0,75000,1,2015/6/1,1,0,136,8,24.06,0,680,684,10,0,0,21692,91.1,17,0,0,Aug-05,0,1,0,5,6,6,5,8,7,6,9,6,10,0,0,0,2
380,35000,5,20.99,946.68,E,E4,3907,10+ years,2,102000,2,2014/8/1,1,4,390,13,7.07,0,670,674,9,0,0,23032,100.6,25,0,0,Feb-00,4,1,0,3,3,3,4,6,12,6,10,3,9,0,0,0,2
381,15000,5,7.89,303.36,A,A5,130556,9 years,0,90000,0,2016/5/1,0,2,108,21,7.7,0,730,734,15,0,0,11655,17.3,37,0,0,Jun-96,5,1,2,7,11,11,8,18,5,12,26,11,15,0,0,0,6
382,7200,5,23.7,205.88,F,F1,22,10+ years,1,42000,2,2013/12/1,0,5,17,13,21.68,0,680,684,11,3,0,16779,66.8,23,1,0,Feb-96,2601,1,0,6,7,7,6,12,3,10,20,7,11,0,0,0,1
383,8000,3,9.99,258.1,B,B3,40223,10+ years,1,50000,1,2015/8/1,0,4,300,9,15,0,670,674,7,0,0,14993,55.9,17,1,0,Mar-06,4,1,0,1,6,6,1,3,3,6,13,6,7,0,0,0,2
384,10000,3,13.67,340.18,C,C3,133233,10+ years,0,42000,1,2016/2/1,0,0,14,11,6.71,0,695,699,17,1,0,6517,26.1,26,0,0,Jun-97,2,1,0,1,6,6,3,3,0,16,23,6,17,0,0,0,1
385,10000,5,9.44,209.73,B,B1,38,10+ years,0,50000,0,2017/6/1,0,0,4,3,12.34,0,770,774,14,0,0,10336,16.3,29,0,0,Jan-06,0,1,0,2,2,2,9,13,11,9,14,2,14,0,0,0,6
386,8500,3,13.59,288.83,C,C2,111773,10+ years,0,150000,1,2018/2/1,0,2,378,39,27.15,0,680,684,19,0,0,29362,63.6,34,0,0,Nov-88,5,1,0,7,12,12,7,9,12,14,19,12,19,0,0,0,5
387,10000,3,14.08,342.17,C,C3,52811,10+ years,2,62000,0,2017/6/1,0,4,319,0,14.71,1,705,709,15,0,0,13172,33.8,51,0,0,Jan-78,4,1,0,3,6,6,5,19,14,11,34,6,15,0,0,0,4
388,8000,3,15.77,280.35,D,D1,37,9 years,1,84500,2,2016/1/1,0,4,156,18,7.34,0,675,679,10,0,0,13407,36.5,13,1,0,Oct-12,2,1,0,5,5,5,7,8,3,9,10,5,10,0,0,0,6
389,11900,3,19.99,442.19,D,D4,307,5 years,0,34000,2,2017/1/1,1,0,362,35,4.31,0,660,664,9,2,0,6068,43,16,1,0,Jan-09,0,1,0,4,6,6,8,8,0,6,14,3,7,,0,0,5
390,10525,5,19.52,276.05,D,D4,271195,10+ years,0,53000,2,2013/9/1,0,4,120,21,15.42,1,675,679,7,0,0,20325,81.6,13,0,0,Jan-94,4,1,0,3,5,5,3,4,2,6,8,5,7,0,0,0,2
391,7500,3,14.65,258.71,C,C5,49,10+ years,1,53000,2,2015/6/1,1,0,116,14,31.7,0,685,689,10,0,0,18316,67.8,21,1,0,Aug-99,0,1,0,5,7,7,5,8,11,7,10,7,10,0,0,0,3
392,6650,3,9.17,212,B,B2,153,5 years,0,21000,0,2015/8/1,0,0,408,14,32.34,0,810,814,17,0,0,13088,17.9,32,1,0,Oct-95,0,1,0,4,8,8,9,11,5,15,26,8,17,0,0,0,3
393,14000,5,14.46,329.11,C,C4,236,10+ years,0,97000,0,2016/3/1,0,2,140,8,13.98,1,680,684,7,0,0,6029,58.5,21,0,0,Oct-04,5,1,1,2,3,3,2,3,9,5,9,3,7,0,0,1,0
394,12000,3,18.25,435.34,D,D3,672,< 1 year,2,30000,1,2016/3/1,0,0,27,12,20.8,0,665,669,6,0,0,6191,91,10,0,0,Aug-10,0,1,0,2,4,4,2,2,5,5,5,4,6,0,0,0,0
395,20000,3,7.69,623.88,A,A4,182344,< 1 year,1,72000,1,2014/10/1,0,4,29,19,8.17,0,660,664,9,0,0,11758,58.2,31,0,0,Dec-98,4,1,3,4,6,6,4,11,4,9,20,6,9,0,0,0,0
396,3000,3,6.99,92.62,A,A3,199,10+ years,0,110000,0,2015/1/1,0,0,103,36,18.39,0,680,684,21,1,0,46181,73.7,58,0,0,Mar-93,0,1,1,10,15,15,11,26,13,17,41,15,21,0,0,0,3
397,5000,3,9.67,160.57,B,B1,10178,10+ years,1,60000,2,2013/12/1,0,0,389,8,9.8,2,755,759,5,0,0,2907,10.4,15,0,0,Oct-05,26,1,0,2,2,2,3,6,4,4,11,2,5,0,0,0,1
398,24000,5,22.47,669.29,E,E5,220005,10+ years,0,136000,2,2013/3/1,0,0,614,3,26.29,0,675,679,21,0,0,45709,87.9,51,1,0,Oct-98,45906,1,0,5,17,17,5,11,18,17,30,17,21,0,0,0,7
399,5000,3,10.15,161.69,B,B2,180395,2 years,1,46000,0,2014/7/1,0,0,314,0,30.76,0,735,739,15,0,0,5038,50.4,20,1,0,Sep-08,0,1,0,1,3,3,1,2,15,3,5,3,15,0,0,0,2
400,5000,3,11.99,166.05,C,C1,54,,1,16000,1,2016/4/1,0,0,235,8,11.78,0,680,684,4,0,0,3863,89.8,6,0,0,Feb-08,0,1,0,3,4,4,3,5,0,4,6,4,4,0,0,0,0
401,17500,3,18.55,637.51,D,D2,4024,< 1 year,1,39000,2,2013/12/1,0,0,111,8,29.25,0,685,689,10,0,0,23204,71.6,17,1,0,Oct-89,0,1,0,5,7,7,6,12,1,9,16,7,10,0,0,0,2
402,12000,3,7.89,375.43,A,A5,24093,8 years,0,105000,0,2015/5/1,0,5,186,9,12.63,0,690,694,11,0,0,41952,55.5,27,1,0,Jan-98,6,1,0,5,6,6,6,7,10,9,13,6,11,0,0,0,2
403,25000,5,25.81,745.71,E,E4,14253,10+ years,0,78000,2,2018/4/1,0,0,675,42,41.11,0,665,669,19,1,0,17386,67.9,31,1,1,Jan-07,0,1,0,4,7,7,4,7,13,11,17,7,19,0,0,0,4
404,10000,3,11.99,332.1,B,B3,54,,1,35604.46,1,2014/4/1,0,0,480,8,11.19,0,680,684,13,0,0,7784,56.4,45,0,0,Mar-85,0,1,0,5,8,8,6,24,4,13,38,8,13,0,0,0,3
405,35000,5,12.29,783.7,C,C1,84136,< 1 year,0,120923,2,2015/4/1,1,3,116,14,13.74,0,805,809,19,0,0,6081,16.8,39,0,0,Aug-02,3,1,0,3,4,4,4,6,22,9,15,4,19,0,0,0,0
406,25450,3,7.62,793.06,A,A3,54,,0,57372,2,2013/8/1,0,0,656,39,8.47,0,785,789,6,0,0,6467,55.7,18,1,0,Sep-88,38,1,0,1,1,1,3,5,5,3,8,1,6,0,0,0,0
407,20000,3,7.62,623.23,A,A3,1562,6 years,0,120000,2,2014/3/1,0,4,212,7,9.06,0,705,709,9,0,0,33033,81.8,34,1,0,Nov-96,4,1,0,4,6,6,5,15,5,7,23,6,9,0,0,0,2
408,2000,3,13.99,68.35,C,C4,193,10+ years,0,87000,2,2015/5/1,0,7,582,14,20.55,1,710,714,37,0,0,2850,39.6,54,1,0,Dec-97,8,1,0,0,1,1,2,3,44,3,8,1,37,0,0,0,8
409,10000,3,5.32,301.15,A,A1,54,,0,126860,0,2015/12/1,0,0,495,14,15.5,0,715,719,26,1,1,15161,28.2,37,0,0,Oct-85,0,1,0,6,15,15,7,9,8,21,28,15,26,0,0,0,2
410,24000,3,8.38,756.29,B,B1,439,< 1 year,0,170000,0,2015/12/1,0,4,197,4,10.37,0,705,709,7,1,0,22542,75.1,24,0,0,May-94,4,1,0,1,3,3,1,2,13,4,6,4,7,0,0,0,1
411,20000,5,17.86,506.35,D,D5,38,10+ years,1,58000,1,2015/12/1,0,4,32,21,28.41,0,705,709,18,0,0,12574,40.2,43,0,0,Jul-00,4,1,0,2,2,2,5,13,16,10,25,2,18,0,0,0,3
412,5375,3,20.2,200.31,D,D5,259709,< 1 year,2,20000,0,2013/11/1,0,0,500,27,21.43,0,670,674,7,0,0,13251,93.3,20,1,0,Feb-01,0,1,0,5,6,6,5,14,2,6,18,6,7,0,0,0,1
413,12725,5,26.99,388.49,F,F3,42559,9 years,0,67000,2,2016/7/1,0,0,56,8,30.25,0,695,699,18,1,1,11822,34.4,31,1,0,Jun-04,0,1,0,3,4,4,3,5,11,15,17,4,18,0,0,0,6
414,21000,5,11.55,462.38,B,B3,268104,10+ years,0,145000,2,2013/9/1,0,0,230,2,14.66,0,705,709,11,0,0,44636,74.3,25,1,0,Jan-99,38,1,0,7,7,7,7,9,8,8,12,7,11,0,0,0,0
415,14000,5,13.67,323.37,C,C3,2205,2 years,1,48000,2,2016/5/1,0,4,119,0,16.8,0,660,664,12,0,0,15960,70,20,0,0,Aug-08,4,1,0,4,6,6,4,6,12,6,8,6,12,0,0,0,2
416,5600,3,9.75,180.04,B,B3,80031,10+ years,1,85000,0,2016/2/1,0,4,302,30,7.62,0,705,709,10,0,0,7061,29.5,23,0,0,Aug-98,2,1,1,1,7,7,1,3,7,9,15,7,10,0,0,0,4
417,22000,3,11.99,730.61,C,C1,54,,1,54000,2,2016/3/1,1,0,134,8,7.27,0,735,739,6,0,0,9857,38.4,19,0,0,Feb-77,0,1,0,3,3,3,4,4,5,5,10,3,6,0,0,0,2
418,9000,3,13.98,307.52,C,C3,4604,< 1 year,1,35000,0,2014/6/1,0,0,480,8,22.7,0,675,679,9,0,0,5752,60.5,9,1,0,Apr-11,0,1,0,1,4,4,1,1,3,6,6,4,9,0,0,0,3
419,9000,3,14.33,309.05,C,C1,54,,1,43000,1,2012/10/1,0,0,81,15,21.27,0,690,694,11,0,0,27441,55.7,24,1,0,Jul-02,54026,1,0,3,5,5,6,10,3,10,21,5,11,0,0,0,3
420,1000,3,19.99,37.16,E,E4,20830,10+ years,0,41000,1,2015/11/1,0,5,241,7,7.82,0,750,754,7,0,0,1272,5.9,11,0,0,Jul-08,6,1,0,1,3,3,2,2,2,6,9,3,7,0,0,0,3
421,8000,3,7.89,250.29,A,A5,54,,1,22344,2,2015/4/1,0,4,598,14,12.3,0,760,764,7,0,0,7316,19.1,20,0,0,Nov-85,4,1,0,3,4,4,5,14,1,7,18,4,7,0,0,0,2
422,28000,3,10.99,916.56,B,B4,86471,10+ years,0,179000,1,2015/5/1,0,0,29,19,15.38,0,710,714,12,0,0,48932,86.3,29,0,0,Jul-87,0,1,0,3,4,4,3,6,7,6,12,4,12,0,0,0,2
423,35000,3,23.88,1370.95,E,E2,68897,3 years,0,207000,2,2017/9/1,0,0,308,0,30.71,0,695,699,16,0,0,83191,53.7,36,1,0,Nov-98,0,1,0,4,7,7,5,9,15,10,18,7,16,0,0,0,3
424,24000,3,12.35,801.17,B,B4,266267,10+ years,0,124000,1,2013/7/1,0,4,566,30,16.21,0,680,684,12,0,0,28715,68.7,28,0,0,Jan-02,37347,1,0,4,7,7,5,9,5,9,14,7,12,0,0,0,3
425,1000,3,23.4,38.92,E,E1,8741,< 1 year,1,46857,1,2018/10/1,0,5,0,0,10.5,0,740,744,5,0,0,1740,8.7,6,1,0,Dec-13,6,1,0,3,3,3,4,5,1,4,5,3,5,0,0,0,1
426,20000,5,16.59,492.66,D,D2,54,,0,108000,1,2015/12/1,0,4,219,21,31.78,0,660,664,13,0,0,51181,77,36,0,0,Jul-99,4,1,0,7,9,9,10,10,13,9,15,8,12,,0,0,5
427,1200,3,11.48,39.56,B,B5,38,3 years,2,27298,2,2016/1/1,1,5,249,36,18.89,0,670,674,8,1,0,6572,12.1,15,0,0,Nov-88,6,1,3,2,3,3,3,7,3,4,11,3,8,0,0,0,4
428,25000,3,5.32,752.87,A,A1,54,< 1 year,1,170000,0,2017/9/1,1,0,143,8,12.64,0,750,754,8,0,0,42362,56.4,17,0,0,Jul-02,0,1,0,3,3,3,5,7,9,5,8,3,8,0,0,0,0
429,25000,5,9.44,524.32,B,B1,54,,2,130000,1,2017/8/1,0,2,54,28,9.4,0,830,834,9,0,0,5523,7.7,27,0,0,May-00,5,1,0,3,3,3,4,9,7,6,17,3,9,0,0,0,1
430,15000,5,15.05,357.25,C,C4,2348,6 years,1,37000,1,2017/9/1,0,4,38,21,6.81,0,680,684,6,0,0,6522,49.4,10,0,0,Jun-06,4,1,1,4,5,5,4,4,5,5,5,5,6,0,0,0,1
431,11200,5,15.99,272.31,C,C5,15459,9 years,1,56249,0,2016/11/1,0,4,380,26,18.88,0,665,669,10,1,1,10996,34.9,22,0,0,Sep-05,4,1,0,2,3,3,3,8,3,8,18,3,9,0,0,0,2
432,13775,3,10.99,450.92,B,B3,196068,1 year,1,44720,1,2014/6/1,0,0,41,25,27.43,0,695,699,20,0,0,6648,39.8,32,1,0,Jan-02,0,1,0,2,3,3,4,8,22,5,10,3,20,0,0,0,3
433,18625,3,12.13,619.78,B,B5,107080,10+ years,1,167000,1,2018/5/1,0,3,484,21,12.92,0,710,714,10,0,0,33568,75.6,25,0,0,Jul-85,3,1,0,1,4,4,2,3,10,7,11,4,10,0,0,0,1
434,16000,5,19.99,423.82,D,D4,1958,10+ years,0,77000,2,2017/3/1,0,0,490,44,14.04,0,705,709,5,0,0,14666,98,20,0,0,Feb-95,0,1,0,2,3,3,4,4,2,3,16,3,5,,0,0,1
435,12000,3,8.24,377.37,B,B1,364,7 years,0,90000,1,2017/3/1,0,4,145,8,12.67,0,665,669,11,3,1,8404,27.5,26,1,0,Feb-91,4,1,0,3,7,7,3,9,4,8,18,7,11,0,0,0,5
436,20000,3,9.99,645.25,B,B3,72,1 year,0,56000,0,2015/7/1,0,0,35,14,22.78,0,695,699,7,0,0,11572,35.4,18,0,0,Apr-03,0,1,1,3,4,4,3,8,5,5,12,4,6,0,0,0,1
437,8275,3,11.99,274.81,C,C1,7621,1 year,1,38400,2,2015/12/1,0,5,549,8,26.09,2,720,724,12,0,0,1465,9.4,22,1,0,Oct-07,6,1,3,0,4,4,0,0,12,8,10,5,12,0,0,0,2
438,12600,3,7.69,393.04,A,A4,1791,10+ years,0,95000,0,2014/8/1,0,0,422,30,26.54,0,705,709,7,0,0,112373,50.6,26,1,0,Jun-89,0,1,1,2,5,5,2,10,6,5,19,5,7,0,0,0,0
439,8000,3,7.59,249.19,A,A3,427,10+ years,0,85000,0,2016/7/1,1,0,160,4,20.74,1,690,694,20,1,1,9291,37,34,0,0,Jan-91,0,1,0,4,13,13,5,9,4,13,27,8,18,,0,1,5
440,28000,3,6.03,852.2,A,A1,143492,4 years,1,86500,1,2014/8/1,0,0,447,30,13.76,0,795,799,15,0,0,14588,23.2,26,0,0,Mar-94,0,1,0,4,5,5,7,11,8,12,17,5,15,0,0,0,0
441,15000,3,7.9,469.36,A,A4,328357,6 years,0,100000,2,2012/11/1,0,5,644,26,4.12,0,725,729,6,0,0,5801,33.5,13,1,0,Mar-87,6,1,0,3,3,3,3,4,2,3,5,3,6,0,0,0,1
442,15600,5,23.4,443.37,E,E5,179801,10+ years,0,60000,1,2014/2/1,0,0,516,9,28.52,1,670,674,16,0,0,27105,84.7,32,1,0,Oct-97,0,1,0,3,9,9,4,8,9,12,20,9,16,0,0,0,4
443,22500,5,13.99,523.42,C,C4,1423,10+ years,0,80000,1,2015/7/1,0,0,178,23,15.44,0,685,689,10,0,0,20591,70.3,14,1,0,Jul-09,0,1,0,3,5,5,3,5,4,6,8,5,10,0,0,0,1
444,15000,3,6.49,459.67,A,A2,4116,10+ years,0,87000,2,2014/8/1,0,4,383,14,19.14,0,660,664,12,0,0,26403,78.1,39,0,0,Jan-77,4,1,0,4,5,5,4,10,15,7,20,5,12,0,0,0,0
445,23000,5,15.99,559.2,D,D2,107101,1 year,0,116000,1,2015/1/1,0,0,291,23,11.56,1,665,669,9,0,0,5055,73.6,31,0,0,Feb-05,0,1,1,3,5,5,3,8,15,5,12,5,9,0,0,0,4
446,18000,5,14.65,424.92,C,C5,97,8 years,1,70000,1,2015/10/1,1,0,157,8,13.97,0,665,669,4,0,0,5060,47.3,8,0,0,Feb-06,0,1,0,2,3,3,2,2,3,3,5,3,4,0,0,0,1
447,11000,5,13.49,253.06,C,C2,97,3 years,0,55000,1,2017/2/1,1,0,138,0,9.4,0,660,664,8,0,0,10544,54,9,0,0,Oct-13,0,1,0,3,6,6,3,3,2,6,6,6,8,,0,0,2
448,1000,3,11.49,32.98,B,B5,369141,8 years,0,112000,1,2016/12/1,0,3,757,15,11.44,0,690,694,13,0,0,9277,50.7,39,0,0,Jan-03,3,1,0,2,9,9,2,2,27,9,11,9,13,0,0,0,3
449,24000,5,18.84,620.47,E,E2,346,7 years,1,85000,2,2015/5/1,1,0,31,2,27.3,0,695,699,14,0,0,13520,73.9,41,0,0,Mar-02,0,1,0,2,4,4,3,7,29,6,10,4,14,0,0,0,4
450,2500,3,11.49,82.43,B,B5,97,5 years,0,55000,0,2016/12/1,0,0,781,40,13.44,2,685,689,13,2,0,7953,35.8,20,0,0,Aug-99,0,1,0,4,7,7,5,6,5,11,14,7,13,0,0,0,1
451,6025,3,19.03,220.95,D,D3,142193,6 years,1,70000,0,2017/10/1,1,0,245,26,13.24,0,680,684,11,0,0,22495,51.7,23,1,0,Jan-08,0,1,1,3,6,6,5,5,13,10,10,6,11,0,0,0,5
452,23200,3,12.99,781.59,C,C1,1466,8 years,0,53000,1,2014/7/1,0,0,327,14,10.03,0,700,704,10,0,0,11592,49.8,32,0,0,Jan-94,0,1,2,2,2,2,2,11,11,6,19,2,10,0,0,0,3
453,17050,3,12.42,569.74,B,B4,54,10+ years,0,53000,2,2011/12/1,0,0,4,3,23.64,0,720,724,8,0,0,17414,59.4,28,1,0,Sep-95,193,1,,,,,,,,,,,,,,,
454,6000,3,11.53,197.95,B,B5,13251,1 year,1,67600,0,2015/7/1,0,0,282,7,24.13,0,670,674,4,0,0,6754,62.5,25,1,0,Oct-03,0,1,3,2,3,3,2,6,13,3,10,3,4,0,0,0,2
455,4000,3,9.75,128.6,B,B3,121994,9 years,1,75000,0,2016/6/1,0,0,535,17,15.7,0,720,724,5,0,0,17053,48,13,0,0,Mar-01,0,1,0,3,3,3,4,4,9,4,4,3,5,0,0,0,1
456,20000,5,9.17,416.82,B,B1,62,8 years,2,60000,1,2014/10/1,1,0,500,27,27.84,0,775,779,14,0,0,13551,28.2,27,0,0,May-89,0,1,0,3,6,6,7,12,6,10,16,6,14,0,0,0,2
457,12000,3,15.22,417.28,C,C3,273087,10+ years,0,98000,1,2013/9/1,0,4,581,24,28.87,1,675,679,19,0,0,36137,75,40,1,0,Oct-95,159,1,1,8,11,11,8,12,17,12,21,11,19,0,0,0,1
458,12000,3,5.32,361.38,A,A1,1499,5 years,2,70000,0,2016/3/1,0,0,195,38,10.02,0,735,739,13,0,0,6721,16.3,33,0,0,Jul-03,0,1,1,4,4,4,7,7,12,10,20,4,13,0,0,0,2
459,3000,3,21,113.03,E,E2,218844,7 years,1,48000,1,2013/5/1,1,5,294,16,24.8,2,700,704,14,0,0,11838,38.9,24,1,0,Nov-03,6,1,0,3,7,7,4,6,10,11,14,7,14,0,0,0,3
460,25075,5,9.93,531.91,B,B2,60239,10+ years,0,44000,1,2017/12/1,0,1,589,24,12.44,0,825,829,7,0,0,1751,6.6,15,0,1,Oct-90,1,1,0,1,2,2,1,1,5,5,6,2,7,0,0,0,1
461,10625,3,13.11,358.57,B,B4,72972,7 years,1,32000,0,2012/9/1,0,0,304,8,8.75,0,685,689,8,0,0,8668,26.7,11,1,0,Dec-06,53447,1,0,4,5,5,6,8,0,8,11,5,8,0,0,0,1
462,13000,3,7.9,406.78,A,A4,346,6 years,0,144000,1,2014/4/1,0,0,135,33,13.76,0,715,719,16,0,0,23887,58,46,0,0,Aug-99,0,1,0,4,5,5,6,10,23,7,12,5,16,0,0,0,1
463,11625,3,15.59,406.36,C,C5,173389,10+ years,0,63000,2,2016/8/1,0,0,275,8,18.27,0,670,674,10,1,1,6644,95,34,0,0,May-00,0,1,0,2,2,2,13,13,10,2,23,2,9,,0,0,3
464,5000,3,11.99,166.05,B,B5,2348,4 years,1,35000,0,2014/11/1,0,4,194,38,16.19,0,705,709,7,0,0,3641,26.8,8,0,0,Aug-11,4,1,0,3,3,3,5,6,1,6,7,3,7,0,0,0,3
465,27000,5,11.44,592.99,B,B4,126404,1 year,0,70000,1,2016/12/1,0,4,79,2,24.43,0,680,684,31,0,0,27615,50.7,50,1,0,Apr-00,4,1,0,5,7,7,7,12,27,14,22,7,31,0,0,0,1
466,16000,3,17.77,576.6,D,D1,234660,10+ years,0,60100,2,2013/2/1,0,0,121,14,28.71,0,685,689,15,0,0,10871,56,53,0,0,Oct-99,47809,1,1,3,8,8,3,6,35,8,17,8,15,0,0,0,7
